com,reg,dep,libelle,d_nccenr,d_libelle,r_nccenr,r_libelle
50454,28,50,Saint-Christophe-du-Foc,Manche,Manche,Normandie,Normandie
50455,28,50,Saint-Clair-sur-l'Elle,Manche,Manche,Normandie,Normandie
50456,28,50,Saint-Clément-Rancoudray,Manche,Manche,Normandie,Normandie
50457,28,50,Sainte-Colombe,Manche,Manche,Normandie,Normandie
50458,,,Saint-Côme-du-Mont,,,,
50460,,,Sainte-Croix-Hague,,,,
50461,28,50,Saint-Cyr,Manche,Manche,Normandie,Normandie
50462,28,50,Saint-Cyr-du-Bailleul,Manche,Manche,Normandie,Normandie
50463,28,50,Saint-Denis-le-Gast,Manche,Manche,Normandie,Normandie
50464,28,50,Saint-Denis-le-Vêtu,Manche,Manche,Normandie,Normandie
50465,,,Saint-Ébremond-de-Bonfossé,,,,
50467,28,50,Saint-Floxel,Manche,Manche,Normandie,Normandie
50468,28,50,Saint-Fromond,Manche,Manche,Normandie,Normandie
50469,28,50,Sainte-Geneviève,Manche,Manche,Normandie,Normandie
50470,,,Saint-Georges-de-Bohon,,,,
50471,28,50,Saint-Georges-de-la-Rivière,Manche,Manche,Normandie,Normandie
50472,28,50,Saint-Georges-de-Livoye,Manche,Manche,Normandie,Normandie
50473,28,50,Saint-Georges-d'Elle,Manche,Manche,Normandie,Normandie
50474,28,50,Saint-Georges-de-Rouelley,Manche,Manche,Normandie,Normandie
50475,28,50,Saint-Georges-Montcocq,Manche,Manche,Normandie,Normandie
50476,28,50,Saint-Germain-d'Elle,Manche,Manche,Normandie,Normandie
50477,,,Saint-Germain-des-Vaux,,,,
50478,28,50,Saint-Germain-de-Tournebut,Manche,Manche,Normandie,Normandie
50479,28,50,Saint-Germain-de-Varreville,Manche,Manche,Normandie,Normandie
50480,28,50,Saint-Germain-le-Gaillard,Manche,Manche,Normandie,Normandie
50481,28,50,Saint-Germain-sur-Ay,Manche,Manche,Normandie,Normandie
50482,28,50,Saint-Germain-sur-Sèves,Manche,Manche,Normandie,Normandie
50483,28,50,Saint-Gilles,Manche,Manche,Normandie,Normandie
50484,28,50,Saint-Hilaire-du-Harcouët,Manche,Manche,Normandie,Normandie
50484,,,Saint-Hilaire-du-Harcouët,,,,
50485,,,Saint-Hilaire-Petitville,,,,
50486,28,50,Saint-Jacques-de-Néhou,Manche,Manche,Normandie,Normandie
50487,28,50,Saint-James,Manche,Manche,Normandie,Normandie
50487,,,Saint-James,,,,
50488,28,50,Saint-Jean-de-Daye,Manche,Manche,Normandie,Normandie
50489,28,50,Saint-Jean-de-la-Haize,Manche,Manche,Normandie,Normandie
50490,28,50,Saint-Jean-de-la-Rivière,Manche,Manche,Normandie,Normandie
50491,28,50,Saint-Jean-de-Savigny,Manche,Manche,Normandie,Normandie
50492,28,50,Saint-Jean-d'Elle,Manche,Manche,Normandie,Normandie
50492,,,Saint-Jean-des-Baisants,,,,
50493,28,50,Saint-Jean-des-Champs,Manche,Manche,Normandie,Normandie
50494,,,Saint-Jean-du-Corail,,,,
50495,28,50,Saint-Jean-du-Corail-des-Bois,Manche,Manche,Normandie,Normandie
50496,28,50,Saint-Jean-le-Thomas,Manche,Manche,Normandie,Normandie
50497,,,Saint-Jores,,,,
50498,28,50,Saint-Joseph,Manche,Manche,Normandie,Normandie
50499,28,50,Saint-Laurent-de-Cuves,Manche,Manche,Normandie,Normandie
50500,28,50,Saint-Laurent-de-Terregatte,Manche,Manche,Normandie,Normandie
50501,,,Saint-Léger,,,,
50502,28,50,Saint-Lô,Manche,Manche,Normandie,Normandie
50503,,,Saint-Lô-d'Ourville,,,,
50504,28,50,Saint-Louet-sur-Vire,Manche,Manche,Normandie,Normandie
50505,28,50,Saint-Loup,Manche,Manche,Normandie,Normandie
50506,28,50,Saint-Malo-de-la-Lande,Manche,Manche,Normandie,Normandie
50507,28,50,Saint-Marcouf,Manche,Manche,Normandie,Normandie
50508,,,Sainte-Marie-du-Bois,,,,
50509,28,50,Sainte-Marie-du-Mont,Manche,Manche,Normandie,Normandie
50510,28,50,Saint-Martin-d'Aubigny,Manche,Manche,Normandie,Normandie
50511,28,50,Saint-Martin-d'Audouville,Manche,Manche,Normandie,Normandie
50512,28,50,Saint-Martin-de-Bonfossé,Manche,Manche,Normandie,Normandie
50513,28,50,Saint-Martin-de-Cenilly,Manche,Manche,Normandie,Normandie
50514,28,50,Chaulieu,Manche,Manche,Normandie,Normandie
50515,,,Saint-Martin-de-Landelles,,,,
50516,,,Saint-Martin-des-Champs,,,,
50517,28,50,Saint-Martin-de-Varreville,Manche,Manche,Normandie,Normandie
50518,28,50,Saint-Martin-le-Bouillant,Manche,Manche,Normandie,Normandie
50519,28,50,Saint-Martin-le-Gréard,Manche,Manche,Normandie,Normandie
50520,,,Saint-Martin-le-Hébert,,,,
50521,28,50,Saint-Maur-des-Bois,Manche,Manche,Normandie,Normandie
50522,28,50,Saint-Maurice-en-Cotentin,Manche,Manche,Normandie,Normandie
50523,28,50,Sainte-Mère-Église,Manche,Manche,Normandie,Normandie
50523,,,Sainte-Mère-Église,,,,
50524,,,Saint-Michel-de-la-Pierre,,,,
50525,28,50,Saint-Michel-de-Montjoie,Manche,Manche,Normandie,Normandie
50526,,,Saint-Michel-des-Loups,,,,
50528,28,50,Saint-Nicolas-de-Pierrepont,Manche,Manche,Normandie,Normandie
50529,28,50,Saint-Nicolas-des-Bois,Manche,Manche,Normandie,Normandie
50531,28,50,Saint-Ovin,Manche,Manche,Normandie,Normandie
50532,28,50,Saint-Pair-sur-Mer,Manche,Manche,Normandie,Normandie
50533,28,50,Saint-Patrice-de-Claids,Manche,Manche,Normandie,Normandie
50534,,,Saint-Pellerin,,,,
50535,28,50,Le Parc,Manche,Manche,Normandie,Normandie
50536,28,50,Saint-Pierre-d'Arthéglise,Manche,Manche,Normandie,Normandie
50537,28,50,Saint-Pierre-de-Coutances,Manche,Manche,Normandie,Normandie
50538,28,50,Saint-Pierre-de-Semilly,Manche,Manche,Normandie,Normandie
50539,28,50,Saint-Pierre-Église,Manche,Manche,Normandie,Normandie
50540,28,50,Saint-Pierre-Langers,Manche,Manche,Normandie,Normandie
50541,28,50,Saint-Planchers,Manche,Manche,Normandie,Normandie
50542,28,50,Saint-Pois,Manche,Manche,Normandie,Normandie
50543,28,50,Saint-Quentin-sur-le-Homme,Manche,Manche,Normandie,Normandie
50544,,,Saint-Rémy-des-Landes,,,,
50545,,,Saint-Romphaire,,,,
50546,28,50,Bourgvallées,Manche,Manche,Normandie,Normandie
50546,,,Saint-Samson-de-Bonfossé,,,,
50548,28,50,Saint-Sauveur-de-Pierrepont,Manche,Manche,Normandie,Normandie
50549,28,50,Saint-Sauveur-la-Pommeraye,Manche,Manche,Normandie,Normandie
50550,28,50,Saint-Sauveur-Villages,Manche,Manche,Normandie,Normandie
50550,,,Saint-Sauveur-Lendelin,,,,
50551,28,50,Saint-Sauveur-le-Vicomte,Manche,Manche,Normandie,Normandie
50552,28,50,Saint-Sébastien-de-Raids,Manche,Manche,Normandie,Normandie
50553,28,50,Saint-Senier-de-Beuvron,Manche,Manche,Normandie,Normandie
50554,28,50,Saint-Senier-sous-Avranches,Manche,Manche,Normandie,Normandie
50556,28,50,Sainte-Suzanne-sur-Vire,Manche,Manche,Normandie,Normandie
50557,,,Saint-Symphorien-des-Monts,,,,
50558,,,Saint-Symphorien-le-Valois,,,,
50561,,,Saint-Ursin,,,,
50562,28,50,Saint-Vaast-la-Hougue,Manche,Manche,Normandie,Normandie
50563,28,50,Saint-Vigor-des-Monts,Manche,Manche,Normandie,Normandie
50564,28,50,Terre-et-Marais,Manche,Manche,Normandie,Normandie
50564,,,Sainteny,,,,
50565,28,50,Sartilly-Baie-Bocage,Manche,Manche,Normandie,Normandie
50565,,,Sartilly,,,,
50567,28,50,Saussemesnil,Manche,Manche,Normandie,Normandie
50568,28,50,Saussey,Manche,Manche,Normandie,Normandie
50569,28,50,Savigny,Manche,Manche,Normandie,Normandie
50570,28,50,Savigny-le-Vieux,Manche,Manche,Normandie,Normandie
50571,28,50,Sébeville,Manche,Manche,Normandie,Normandie
50572,28,50,Sénoville,Manche,Manche,Normandie,Normandie
50573,,,Servigny,,,,
50574,28,50,Servon,Manche,Manche,Normandie,Normandie
50575,28,50,Sideville,Manche,Manche,Normandie,Normandie
50576,28,50,Siouville-Hague,Manche,Manche,Normandie,Normandie
50577,28,50,Sortosville-en-Beaumont,Manche,Manche,Normandie,Normandie
50578,28,50,Sortosville,Manche,Manche,Normandie,Normandie
50579,28,50,Sottevast,Manche,Manche,Normandie,Normandie
50580,28,50,Sotteville,Manche,Manche,Normandie,Normandie
50581,,,Soulles,,,,
50582,28,50,Sourdeval,Manche,Manche,Normandie,Normandie
50582,,,Sourdeval,,,,
50583,,,Sourdeval-les-Bois,,,,
50584,28,50,Subligny,Manche,Manche,Normandie,Normandie
50585,28,50,Surtainville,Manche,Manche,Normandie,Normandie
50586,,,Surville,,,,
50587,28,50,Taillepied,Manche,Manche,Normandie,Normandie
50588,28,50,Tamerville,Manche,Manche,Normandie,Normandie
50589,28,50,Tanis,Manche,Manche,Normandie,Normandie
50590,28,50,Le Tanu,Manche,Manche,Normandie,Normandie
50591,28,50,Le Teilleul,Manche,Manche,Normandie,Normandie
50591,,,Le Teilleul,,,,
50592,28,50,Tessy-Bocage,Manche,Manche,Normandie,Normandie
50592,,,Tessy-sur-Vire,,,,
50593,28,50,Teurthéville-Bocage,Manche,Manche,Normandie,Normandie
50594,28,50,Teurthéville-Hague,Manche,Manche,Normandie,Normandie
50595,,,Le Theil,,,,
50596,28,50,Théville,Manche,Manche,Normandie,Normandie
50597,28,50,Tirepied-sur-Sée,Manche,Manche,Normandie,Normandie
50598,28,50,Tocqueville,Manche,Manche,Normandie,Normandie
50599,28,50,Tollevast,Manche,Manche,Normandie,Normandie
50600,,,Tonneville,,,,
50601,28,50,Torigny-les-Villes,Manche,Manche,Normandie,Normandie
50601,,,Torigni-sur-Vire,,,,
50602,,,Tourlaville,,,,
50603,28,50,Tourville-sur-Sienne,Manche,Manche,Normandie,Normandie
50604,28,50,Tréauville,Manche,Manche,Normandie,Normandie
50605,,,Trelly,,,,
50606,28,50,Tribehou,Manche,Manche,Normandie,Normandie
50607,28,50,La Trinité,Manche,Manche,Normandie,Normandie
50608,,,Troisgots,,,,
50609,28,50,Turqueville,Manche,Manche,Normandie,Normandie
50610,28,50,Urville,Manche,Manche,Normandie,Normandie
50611,,,Urville-Nacqueville,,,,
50612,28,50,Vains,Manche,Manche,Normandie,Normandie
50613,28,50,Valcanville,Manche,Manche,Normandie,Normandie
50614,,,Le Valdécie,,,,
50615,28,50,Valognes,Manche,Manche,Normandie,Normandie
50616,28,50,Le Val-Saint-Père,Manche,Manche,Normandie,Normandie
50617,28,50,Varenguebec,Manche,Manche,Normandie,Normandie
50618,28,50,Varouville,Manche,Manche,Normandie,Normandie
50619,28,50,Le Vast,Manche,Manche,Normandie,Normandie
50620,,,Vasteville,,,,
50621,28,50,Vaudreville,Manche,Manche,Normandie,Normandie
50622,,,Vaudrimesnil,,,,
50623,,,Vauville,,,,
50624,28,50,La Vendelée,Manche,Manche,Normandie,Normandie
50625,,,Vengeons,,,,
50626,28,50,Ver,Manche,Manche,Normandie,Normandie
50627,,,Vergoncey,,,,
50628,28,50,Vernix,Manche,Manche,Normandie,Normandie
50629,28,50,Vesly,Manche,Manche,Normandie,Normandie
50630,,,Vessey,,,,
50631,,,Les Veys,,,,
50632,,,Vezins,,,,
50633,28,50,Le Vicel,Manche,Manche,Normandie,Normandie
50634,28,50,Videcosville,Manche,Manche,Normandie,Normandie
50635,,,Vidouville,,,,
50636,,,Vierville,,,,
50637,28,50,Villebaudon,Manche,Manche,Normandie,Normandie
50638,,,Villechien,,,,
50639,28,50,Villedieu-les-Poêles-Rouffigny,Manche,Manche,Normandie,Normandie
50639,,,Villedieu-les-Poêles,,,,
50640,,,Villiers-le-Pré,,,,
50641,28,50,Villiers-Fossard,Manche,Manche,Normandie,Normandie
50642,,,Vindefontaine,,,,
50643,28,50,Virandeville,Manche,Manche,Normandie,Normandie
50644,,,Virey,,,,
50646,,,Le Vrétot,,,,
50647,28,50,Yquelon,Manche,Manche,Normandie,Normandie
50648,28,50,Yvetot-Bocage,Manche,Manche,Normandie,Normandie
50649,,,Pont-Farcy,,,,
51001,44,51,Ablancourt,Marne,Marne,Grand Est,Grand Est
51002,44,51,Saint-Martin-d'Ablois,Marne,Marne,Grand Est,Grand Est
51003,44,51,Aigny,Marne,Marne,Grand Est,Grand Est
51004,44,51,Allemanche-Launay-et-Soyer,Marne,Marne,Grand Est,Grand Est
51005,44,51,Allemant,Marne,Marne,Grand Est,Grand Est
51006,44,51,Alliancelles,Marne,Marne,Grand Est,Grand Est
51007,44,51,Ambonnay,Marne,Marne,Grand Est,Grand Est
51008,44,51,Ambrières,Marne,Marne,Grand Est,Grand Est
51009,44,51,Anglure,Marne,Marne,Grand Est,Grand Est
51010,44,51,Angluzelles-et-Courcelles,Marne,Marne,Grand Est,Grand Est
51012,44,51,Anthenay,Marne,Marne,Grand Est,Grand Est
51013,44,51,Aougny,Marne,Marne,Grand Est,Grand Est
51014,44,51,Arcis-le-Ponsart,Marne,Marne,Grand Est,Grand Est
51015,44,51,Argers,Marne,Marne,Grand Est,Grand Est
51016,44,51,Arrigny,Marne,Marne,Grand Est,Grand Est
51017,44,51,Arzillières-Neuville,Marne,Marne,Grand Est,Grand Est
51018,44,51,Athis,Marne,Marne,Grand Est,Grand Est
51019,44,51,Aubérive,Marne,Marne,Grand Est,Grand Est
51020,44,51,Aubilly,Marne,Marne,Grand Est,Grand Est
51021,,,Aulnay-aux-Planches,,,,
51022,44,51,Aulnay-l'Aître,Marne,Marne,Grand Est,Grand Est
51023,44,51,Aulnay-sur-Marne,Marne,Marne,Grand Est,Grand Est
51024,,,Aulnizeux,,,,
51025,44,51,Auménancourt,Marne,Marne,Grand Est,Grand Est
51027,44,51,Auve,Marne,Marne,Grand Est,Grand Est
51028,44,51,Avenay-Val-d'Or,Marne,Marne,Grand Est,Grand Est
51029,44,51,Avize,Marne,Marne,Grand Est,Grand Est
51030,44,51,Aÿ-Champagne,Marne,Marne,Grand Est,Grand Est
51030,,,Ay,,,,
51031,44,51,Baconnes,Marne,Marne,Grand Est,Grand Est
51032,44,51,Bagneux,Marne,Marne,Grand Est,Grand Est
51033,44,51,Le Baizil,Marne,Marne,Grand Est,Grand Est
51034,44,51,Bannay,Marne,Marne,Grand Est,Grand Est
51035,44,51,Bannes,Marne,Marne,Grand Est,Grand Est
51036,44,51,Barbonne-Fayel,Marne,Marne,Grand Est,Grand Est
51037,44,51,Baslieux-lès-Fismes,Marne,Marne,Grand Est,Grand Est
51038,44,51,Baslieux-sous-Châtillon,Marne,Marne,Grand Est,Grand Est
51039,44,51,Bassu,Marne,Marne,Grand Est,Grand Est
51040,44,51,Bassuet,Marne,Marne,Grand Est,Grand Est
51041,44,51,Baudement,Marne,Marne,Grand Est,Grand Est
51042,44,51,Baye,Marne,Marne,Grand Est,Grand Est
51043,44,51,Bazancourt,Marne,Marne,Grand Est,Grand Est
51044,44,51,Beaumont-sur-Vesle,Marne,Marne,Grand Est,Grand Est
51045,44,51,Beaunay,Marne,Marne,Grand Est,Grand Est
51046,44,51,Beine-Nauroy,Marne,Marne,Grand Est,Grand Est
51047,44,51,Belval-en-Argonne,Marne,Marne,Grand Est,Grand Est
51048,44,51,Belval-sous-Châtillon,Marne,Marne,Grand Est,Grand Est
51049,44,51,Bergères-lès-Vertus,Marne,Marne,Grand Est,Grand Est
51050,44,51,Bergères-sous-Montmirail,Marne,Marne,Grand Est,Grand Est
51051,44,51,Berméricourt,Marne,Marne,Grand Est,Grand Est
51052,44,51,Berru,Marne,Marne,Grand Est,Grand Est
51053,44,51,Berzieux,Marne,Marne,Grand Est,Grand Est
51054,44,51,Bétheniville,Marne,Marne,Grand Est,Grand Est
51055,44,51,Bétheny,Marne,Marne,Grand Est,Grand Est
51056,44,51,Bethon,Marne,Marne,Grand Est,Grand Est
51057,44,51,Bettancourt-la-Longue,Marne,Marne,Grand Est,Grand Est
51058,44,51,Bezannes,Marne,Marne,Grand Est,Grand Est
51059,44,51,Bignicourt-sur-Marne,Marne,Marne,Grand Est,Grand Est
51060,44,51,Bignicourt-sur-Saulx,Marne,Marne,Grand Est,Grand Est
51061,44,51,Billy-le-Grand,Marne,Marne,Grand Est,Grand Est
51062,44,51,Binarville,Marne,Marne,Grand Est,Grand Est
51063,44,51,Binson-et-Orquigny,Marne,Marne,Grand Est,Grand Est
51064,,,Bisseuil,,,,
51065,44,51,Blacy,Marne,Marne,Grand Est,Grand Est
51066,44,51,Blaise-sous-Arzillières,Marne,Marne,Grand Est,Grand Est
51068,44,51,Blesme,Marne,Marne,Grand Est,Grand Est
51069,44,51,Bligny,Marne,Marne,Grand Est,Grand Est
51070,44,51,Boissy-le-Repos,Marne,Marne,Grand Est,Grand Est
51071,44,51,Bouchy-Saint-Genest,Marne,Marne,Grand Est,Grand Est
51072,44,51,Bouilly,Marne,Marne,Grand Est,Grand Est
51073,44,51,Bouleuse,Marne,Marne,Grand Est,Grand Est
51074,44,51,Boult-sur-Suippe,Marne,Marne,Grand Est,Grand Est
51075,44,51,Bourgogne-Fresne,Marne,Marne,Grand Est,Grand Est
51075,,,Bourgogne,,,,
51076,44,51,Boursault,Marne,Marne,Grand Est,Grand Est
51077,44,51,Bouvancourt,Marne,Marne,Grand Est,Grand Est
51078,44,51,Bouy,Marne,Marne,Grand Est,Grand Est
51079,44,51,Bouzy,Marne,Marne,Grand Est,Grand Est
51080,44,51,Brandonvillers,Marne,Marne,Grand Est,Grand Est
51081,44,51,Branscourt,Marne,Marne,Grand Est,Grand Est
51082,44,51,Braux-Sainte-Cohière,Marne,Marne,Grand Est,Grand Est
51083,44,51,Braux-Saint-Remy,Marne,Marne,Grand Est,Grand Est
51084,44,51,Bréban,Marne,Marne,Grand Est,Grand Est
51085,44,51,Le Breuil,Marne,Marne,Grand Est,Grand Est
51086,44,51,Breuil-sur-Vesle,Marne,Marne,Grand Est,Grand Est
51087,44,51,Breuvery-sur-Coole,Marne,Marne,Grand Est,Grand Est
51088,44,51,Brimont,Marne,Marne,Grand Est,Grand Est
51089,44,51,Brouillet,Marne,Marne,Grand Est,Grand Est
51090,44,51,Broussy-le-Grand,Marne,Marne,Grand Est,Grand Est
51091,44,51,Broussy-le-Petit,Marne,Marne,Grand Est,Grand Est
51092,44,51,Broyes,Marne,Marne,Grand Est,Grand Est
51093,44,51,Brugny-Vaudancourt,Marne,Marne,Grand Est,Grand Est
51094,44,51,Brusson,Marne,Marne,Grand Est,Grand Est
51095,44,51,Le Buisson,Marne,Marne,Grand Est,Grand Est
51097,44,51,Bussy-le-Château,Marne,Marne,Grand Est,Grand Est
51098,44,51,Bussy-le-Repos,Marne,Marne,Grand Est,Grand Est
51099,44,51,Bussy-Lettrée,Marne,Marne,Grand Est,Grand Est
51100,44,51,La Caure,Marne,Marne,Grand Est,Grand Est
51101,44,51,Caurel,Marne,Marne,Grand Est,Grand Est
51102,44,51,Cauroy-lès-Hermonville,Marne,Marne,Grand Est,Grand Est
51103,44,51,La Celle-sous-Chantemerle,Marne,Marne,Grand Est,Grand Est
51104,44,51,Cernay-en-Dormois,Marne,Marne,Grand Est,Grand Est
51105,44,51,Cernay-lès-Reims,Marne,Marne,Grand Est,Grand Est
51106,44,51,Cernon,Marne,Marne,Grand Est,Grand Est
51107,44,51,Chaintrix-Bierges,Marne,Marne,Grand Est,Grand Est
51108,44,51,Châlons-en-Champagne,Marne,Marne,Grand Est,Grand Est
51109,44,51,Châlons-sur-Vesle,Marne,Marne,Grand Est,Grand Est
51110,44,51,Chaltrait,Marne,Marne,Grand Est,Grand Est
51111,44,51,Chambrecy,Marne,Marne,Grand Est,Grand Est
51112,44,51,Chamery,Marne,Marne,Grand Est,Grand Est
51113,44,51,Champaubert,Marne,Marne,Grand Est,Grand Est
51115,44,51,Champfleury,Marne,Marne,Grand Est,Grand Est
51116,44,51,Champguyon,Marne,Marne,Grand Est,Grand Est
51117,44,51,Champigneul-Champagne,Marne,Marne,Grand Est,Grand Est
51118,44,51,Champigny,Marne,Marne,Grand Est,Grand Est
51119,44,51,Champillon,Marne,Marne,Grand Est,Grand Est
51120,44,51,Champlat-et-Boujacourt,Marne,Marne,Grand Est,Grand Est
51121,44,51,Champvoisy,Marne,Marne,Grand Est,Grand Est
51122,44,51,Changy,Marne,Marne,Grand Est,Grand Est
51124,44,51,Chantemerle,Marne,Marne,Grand Est,Grand Est
51125,44,51,Chapelaine,Marne,Marne,Grand Est,Grand Est
51126,44,51,La Chapelle-Felcourt,Marne,Marne,Grand Est,Grand Est
51127,44,51,La Chapelle-Lasson,Marne,Marne,Grand Est,Grand Est
51128,44,51,La Chapelle-sous-Orbais,Marne,Marne,Grand Est,Grand Est
51129,44,51,Charleville,Marne,Marne,Grand Est,Grand Est
51130,44,51,Charmont,Marne,Marne,Grand Est,Grand Est
51132,44,51,Les Charmontois,Marne,Marne,Grand Est,Grand Est
51133,44,51,Le Châtelier,Marne,Marne,Grand Est,Grand Est
51134,44,51,Châtelraould-Saint-Louvent,Marne,Marne,Grand Est,Grand Est
51135,44,51,Châtillon-sur-Broué,Marne,Marne,Grand Est,Grand Est
51136,44,51,Châtillon-sur-Marne,Marne,Marne,Grand Est,Grand Est
51137,44,51,Châtillon-sur-Morin,Marne,Marne,Grand Est,Grand Est
51138,44,51,Châtrices,Marne,Marne,Grand Est,Grand Est
51139,44,51,Chaudefontaine,Marne,Marne,Grand Est,Grand Est
51140,44,51,Chaumuzy,Marne,Marne,Grand Est,Grand Est
51141,44,51,La Chaussée-sur-Marne,Marne,Marne,Grand Est,Grand Est
51142,44,51,Chavot-Courcourt,Marne,Marne,Grand Est,Grand Est
51143,44,51,Le Chemin,Marne,Marne,Grand Est,Grand Est
51144,44,51,Cheminon,Marne,Marne,Grand Est,Grand Est
51145,44,51,Chenay,Marne,Marne,Grand Est,Grand Est
51146,44,51,Cheniers,Marne,Marne,Grand Est,Grand Est
51147,44,51,La Cheppe,Marne,Marne,Grand Est,Grand Est
51148,44,51,Cheppes-la-Prairie,Marne,Marne,Grand Est,Grand Est
51149,44,51,Chepy,Marne,Marne,Grand Est,Grand Est
51150,44,51,Cherville,Marne,Marne,Grand Est,Grand Est
51151,44,51,Chichey,Marne,Marne,Grand Est,Grand Est
51152,44,51,Chigny-les-Roses,Marne,Marne,Grand Est,Grand Est
51153,44,51,Chouilly,Marne,Marne,Grand Est,Grand Est
51154,44,51,Clamanges,Marne,Marne,Grand Est,Grand Est
51155,44,51,Clesles,Marne,Marne,Grand Est,Grand Est
51156,44,51,Cloyes-sur-Marne,Marne,Marne,Grand Est,Grand Est
51157,44,51,Coizard-Joches,Marne,Marne,Grand Est,Grand Est
51158,44,51,Val-des-Marais,Marne,Marne,Grand Est,Grand Est
51160,44,51,Compertrix,Marne,Marne,Grand Est,Grand Est
51161,44,51,Condé-sur-Marne,Marne,Marne,Grand Est,Grand Est
51162,44,51,Conflans-sur-Seine,Marne,Marne,Grand Est,Grand Est
51163,44,51,Congy,Marne,Marne,Grand Est,Grand Est
51164,44,51,Connantray-Vaurefroy,Marne,Marne,Grand Est,Grand Est
51165,44,51,Connantre,Marne,Marne,Grand Est,Grand Est
51166,44,51,Contault,Marne,Marne,Grand Est,Grand Est
51167,44,51,Coole,Marne,Marne,Grand Est,Grand Est
51168,44,51,Coolus,Marne,Marne,Grand Est,Grand Est
51169,44,51,Corbeil,Marne,Marne,Grand Est,Grand Est
51170,44,51,Corfélix,Marne,Marne,Grand Est,Grand Est
51171,44,51,Cormicy,Marne,Marne,Grand Est,Grand Est
51171,,,Cormicy,,,,
51172,44,51,Cormontreuil,Marne,Marne,Grand Est,Grand Est
51173,44,51,Cormoyeux,Marne,Marne,Grand Est,Grand Est
51174,44,51,Corribert,Marne,Marne,Grand Est,Grand Est
51175,44,51,Corrobert,Marne,Marne,Grand Est,Grand Est
51176,44,51,Corroy,Marne,Marne,Grand Est,Grand Est
51177,44,51,Coulommes-la-Montagne,Marne,Marne,Grand Est,Grand Est
51178,44,51,Coupetz,Marne,Marne,Grand Est,Grand Est
51179,44,51,Coupéville,Marne,Marne,Grand Est,Grand Est
51181,44,51,Courcelles-Sapicourt,Marne,Marne,Grand Est,Grand Est
51182,44,51,Courcemain,Marne,Marne,Grand Est,Grand Est
51183,44,51,Courcy,Marne,Marne,Grand Est,Grand Est
51184,44,51,Courdemanges,Marne,Marne,Grand Est,Grand Est
51185,44,51,Courgivaux,Marne,Marne,Grand Est,Grand Est
51186,44,51,Courjeonnet,Marne,Marne,Grand Est,Grand Est
51187,44,51,Courlandon,Marne,Marne,Grand Est,Grand Est
51188,44,51,Courmas,Marne,Marne,Grand Est,Grand Est
51190,44,51,Courtagnon,Marne,Marne,Grand Est,Grand Est
51191,44,51,Courtémont,Marne,Marne,Grand Est,Grand Est
51192,44,51,Courthiézy,Marne,Marne,Grand Est,Grand Est
51193,44,51,Courtisols,Marne,Marne,Grand Est,Grand Est
51194,44,51,Courville,Marne,Marne,Grand Est,Grand Est
51195,44,51,Couvrot,Marne,Marne,Grand Est,Grand Est
51196,44,51,Cramant,Marne,Marne,Grand Est,Grand Est
51197,44,51,La Croix-en-Champagne,Marne,Marne,Grand Est,Grand Est
51198,44,51,Crugny,Marne,Marne,Grand Est,Grand Est
51199,44,51,Cuchery,Marne,Marne,Grand Est,Grand Est
51200,44,51,Cuis,Marne,Marne,Grand Est,Grand Est
51201,44,51,Cuisles,Marne,Marne,Grand Est,Grand Est
51202,44,51,Cumières,Marne,Marne,Grand Est,Grand Est
51203,44,51,Cuperly,Marne,Marne,Grand Est,Grand Est
51204,44,51,Damery,Marne,Marne,Grand Est,Grand Est
51205,44,51,Dampierre-au-Temple,Marne,Marne,Grand Est,Grand Est
51206,44,51,Dampierre-le-Château,Marne,Marne,Grand Est,Grand Est
51208,44,51,Dampierre-sur-Moivre,Marne,Marne,Grand Est,Grand Est
51210,44,51,Dizy,Marne,Marne,Grand Est,Grand Est
51211,44,51,Dommartin-Dampierre,Marne,Marne,Grand Est,Grand Est
51212,44,51,Dommartin-Lettrée,Marne,Marne,Grand Est,Grand Est
51213,44,51,Dommartin-sous-Hans,Marne,Marne,Grand Est,Grand Est
51214,44,51,Dommartin-Varimont,Marne,Marne,Grand Est,Grand Est
51215,44,51,Dompremy,Marne,Marne,Grand Est,Grand Est
51216,44,51,Dontrien,Marne,Marne,Grand Est,Grand Est
51217,44,51,Dormans,Marne,Marne,Grand Est,Grand Est
51218,44,51,Val-de-Vière,Marne,Marne,Grand Est,Grand Est
51219,44,51,Drosnay,Marne,Marne,Grand Est,Grand Est
51220,44,51,Drouilly,Marne,Marne,Grand Est,Grand Est
51222,44,51,Éclaires,Marne,Marne,Grand Est,Grand Est
51223,44,51,Écollemont,Marne,Marne,Grand Est,Grand Est
51224,44,51,Écriennes,Marne,Marne,Grand Est,Grand Est
51225,44,51,Écueil,Marne,Marne,Grand Est,Grand Est
51226,44,51,Écury-le-Repos,Marne,Marne,Grand Est,Grand Est
51227,44,51,Écury-sur-Coole,Marne,Marne,Grand Est,Grand Est
51228,44,51,Élise-Daucourt,Marne,Marne,Grand Est,Grand Est
51229,44,51,Épense,Marne,Marne,Grand Est,Grand Est
51230,44,51,Épernay,Marne,Marne,Grand Est,Grand Est
51231,44,51,L'Épine,Marne,Marne,Grand Est,Grand Est
51232,44,51,Époye,Marne,Marne,Grand Est,Grand Est
51233,44,51,Escardes,Marne,Marne,Grand Est,Grand Est
51234,44,51,Esclavolles-Lurey,Marne,Marne,Grand Est,Grand Est
