com,reg,dep,libelle,d_nccenr,d_libelle,r_nccenr,r_libelle
4033,93,4,Ubaye-Serre-Ponçon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4033,,,La Bréole,,,,
4034,93,4,La Brillanne,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4035,93,4,Brunet,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4036,93,4,Le Brusquet,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4037,93,4,Le Caire,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4039,93,4,Castellane,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4040,93,4,Le Castellard-Mélan,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4041,93,4,Le Castellet,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4042,93,4,Castellet-lès-Sausses,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4043,93,4,Val-de-Chalvagne,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4045,93,4,Céreste,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4046,93,4,Le Chaffaut-Saint-Jurson,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4047,93,4,Champtercier,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4049,93,4,Château-Arnoux-Saint-Auban,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4050,93,4,Châteaufort,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4051,93,4,Châteauneuf-Miravail,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4052,,,Châteauneuf-lès-Moustiers,,,,
4053,93,4,Châteauneuf-Val-Saint-Donat,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4054,93,4,Châteauredon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4055,93,4,Chaudon-Norante,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4057,93,4,Clamensane,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4058,93,4,Claret,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4059,93,4,Clumanc,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4061,93,4,Colmars,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4062,93,4,La Condamine-Châtelard,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4063,93,4,Corbières-en-Provence,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4065,93,4,Cruis,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4066,93,4,Curbans,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4067,93,4,Curel,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4068,93,4,Dauphin,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4069,93,4,Demandolx,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4070,93,4,Digne-les-Bains,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4072,93,4,Draix,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4073,93,4,Enchastrayes,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4074,93,4,Entrages,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4075,93,4,Entrepierres,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4076,93,4,Entrevaux,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4077,93,4,Entrevennes,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4079,93,4,L'Escale,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4081,93,4,Esparron-de-Verdon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4082,,,Esparron-la-Bâtie,,,,
4084,93,4,Estoublon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4085,93,4,Faucon-du-Caire,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4086,93,4,Faucon-de-Barcelonnette,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4087,93,4,Fontienne,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4088,93,4,Forcalquier,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4090,93,4,Le Fugeret,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4091,93,4,Ganagobie,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4092,93,4,La Garde,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4093,93,4,Gigors,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4094,93,4,Gréoux-les-Bains,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4095,93,4,L'Hospitalet,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4096,93,4,Jausiers,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4097,93,4,La Javie,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4099,93,4,Lambruisse,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4100,,,Larche,,,,
4101,93,4,Lardiers,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4102,93,4,Le Lauzet-Ubaye,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4104,93,4,Limans,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4105,,,Lincel,,,,
4106,93,4,Lurs,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4107,93,4,Majastres,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4108,93,4,Malijai,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4109,93,4,Mallefougasse-Augès,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4110,93,4,Mallemoisson,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4111,93,4,Mane,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4112,93,4,Manosque,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4113,93,4,Marcoux,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4115,93,4,Méailles,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4116,93,4,Les Mées,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4118,93,4,Melve,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4120,93,4,Val d'Oronaye,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4120,,,Meyronnes,,,,
4121,93,4,Mézel,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4122,93,4,Mirabeau,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4123,93,4,Mison,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4124,93,4,Montagnac-Montpezat,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4126,93,4,Montclar,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4127,93,4,Montfort,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4128,93,4,Montfuron,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4129,93,4,Montjustin,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4130,93,4,Montlaux,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4131,,,Montpezat,,,,
4132,93,4,Montsalier,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4133,93,4,Moriez,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4134,93,4,La Motte-du-Caire,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4135,93,4,Moustiers-Sainte-Marie,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4136,93,4,La Mure-Argens,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4137,93,4,Nibles,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4138,93,4,Niozelles,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4139,93,4,Noyers-sur-Jabron,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4140,93,4,Les Omergues,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4141,93,4,Ongles,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4142,93,4,Oppedette,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4143,93,4,Oraison,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4144,93,4,La Palud-sur-Verdon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4145,93,4,Peipin,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4148,93,4,Peyroules,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4149,93,4,Peyruis,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4150,93,4,Piégut,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4151,93,4,Pierrerue,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4152,93,4,Pierrevert,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4153,,,Le Poil,,,,
4154,93,4,Pontis,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4155,93,4,Prads-Haute-Bléone,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4156,93,4,Puimichel,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4157,93,4,Puimoisson,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4158,93,4,Quinson,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4159,93,4,Redortiers,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4160,93,4,Reillanne,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4161,93,4,Méolans-Revel,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4162,93,4,Revest-des-Brousses,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4163,93,4,Revest-du-Bion,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4164,93,4,Revest-Saint-Martin,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4165,,,Reynier,,,,
4166,93,4,Riez,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4167,93,4,La Robine-sur-Galabre,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4169,93,4,La Rochegiron,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4170,93,4,La Rochette,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4171,93,4,Rougon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4172,93,4,Roumoules,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4173,93,4,Saint-André-les-Alpes,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4174,93,4,Saint-Benoît,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4175,93,4,Sainte-Croix-à-Lauze,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4176,93,4,Sainte-Croix-du-Verdon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4177,93,4,Hautes-Duyes,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4178,93,4,Saint-Étienne-les-Orgues,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4179,93,4,Saint-Geniez,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4180,93,4,Saint-Jacques,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4181,93,4,Saint-Jeannet,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4182,93,4,Saint-Julien-d'Asse,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4183,93,4,Saint-Julien-du-Verdon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4184,93,4,Saint-Jurs,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4186,93,4,Saint-Laurent-du-Verdon,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4187,93,4,Saint-Lions,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4188,93,4,Saint-Maime,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4189,93,4,Saint-Martin-de-Brômes,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4190,93,4,Saint-Martin-les-Eaux,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4191,93,4,Saint-Martin-lès-Seyne,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4192,93,4,Saint-Michel-l'Observatoire,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4193,93,4,Saint-Paul-sur-Ubaye,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4194,93,4,Saint-Pierre,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4195,93,4,Saint-Pons,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4197,93,4,Sainte-Tulle,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4198,,,Saint-Vincent-les-Forts,,,,
4199,93,4,Saint-Vincent-sur-Jabron,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4200,93,4,Salignac,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4201,93,4,Saumane,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4202,93,4,Sausses,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4203,93,4,Selonnet,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4204,93,4,Senez,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4205,93,4,Seyne,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4206,93,4,Sigonce,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4207,93,4,Sigoyer,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4208,93,4,Simiane-la-Rotonde,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4209,93,4,Sisteron,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4210,93,4,Soleilhas,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4211,93,4,Sourribes,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4214,93,4,Tartonne,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4216,93,4,Thèze,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4217,93,4,Thoard,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4218,93,4,Thorame-Basse,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4219,93,4,Thorame-Haute,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4220,93,4,Les Thuiles,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4222,93,4,Turriers,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4224,93,4,Ubraye,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4226,93,4,Uvernet-Fours,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4227,93,4,Vachères,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4228,93,4,Valavoire,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4229,93,4,Valbelle,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4230,93,4,Valensole,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4231,93,4,Valernes,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4233,93,4,Vaumeilh,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4234,93,4,Venterol,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4235,93,4,Verdaches,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4236,93,4,Vergons,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4237,93,4,Le Vernet,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4240,93,4,Villars-Colmars,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
4241,93,4,Villemus,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur
